cod_staz,date,Pres
AL007,2016-03-29 08:30:00,1018.26
AL007,2016-03-29 08:59:00,1018.34
AL007,2016-03-29 09:30:00,1018.36
AL007,2016-03-29 09:59:00,1018.66
AL007,2016-03-29 10:30:00,1018.81
AL007,2016-03-29 10:59:00,1019.02
AL007,2016-03-29 11:30:00,1019.29
AL007,2016-03-29 11:59:00,1019.31
AL007,2016-03-29 12:30:00,1019.23
AL007,2016-03-29 12:59:00,1019.35
AL007,2016-03-29 13:30:00,1019.22
AL007,2016-03-29 13:59:00,1019.14
AL007,2016-03-29 14:30:00,1018.88
AL007,2016-03-29 14:59:00,1018.73
AL007,2016-03-29 15:30:00,1018.62
AL007,2016-03-29 15:59:00,1018.63
AL007,2016-03-29 16:30:00,1018.81
AL007,2016-03-29 16:59:00,1018.95
AL007,2016-03-29 17:30:00,1019.16
AL007,2016-03-29 17:59:00,1019.57
AL007,2016-03-29 18:30:00,1019.81
AL007,2016-03-29 18:59:00,1019.86
AL007,2016-03-29 19:30:00,1020.02
AL007,2016-03-29 19:59:00,1020.34
AL007,2016-03-29 20:30:00,1020.49
AL007,2016-03-29 20:59:00,1020.56
AL007,2016-03-29 21:30:00,1020.72
AL007,2016-03-29 21:59:00,1020.82
AL007,2016-03-29 22:30:00,1020.98
AL007,2016-03-29 22:59:00,1020.98
AL007,2016-03-29 23:30:00,1021.04
AL007,2016-03-29 23:59:00,1020.89
AL007,2016-03-30 00:30:00,1021.03
AL007,2016-03-30 00:59:00,1021.05
AL007,2016-03-30 01:30:00,1021.12
AL007,2016-03-30 01:59:00,1021.07
AL007,2016-03-30 02:30:00,1021.14
AL007,2016-03-30 02:59:00,1021.17
AL007,2016-03-30 03:30:00,1021.23
AL007,2016-03-30 03:59:00,1021.2
AL007,2016-03-30 04:30:00,1021.32
AL007,2016-03-30 04:59:00,1021.51
AL007,2016-03-30 05:30:00,1021.65
AL007,2016-03-30 05:59:00,1021.8
AL007,2016-03-30 06:30:00,1021.69
AL007,2016-03-30 06:59:00,1021.84
AL007,2016-03-30 07:30:00,1022.09
AL007,2016-03-30 07:59:00,1022.12
AL007,2016-03-30 08:30:00,1022.2
AL007,2016-03-30 08:59:00,1022.49
AL007,2016-03-30 09:30:00,1022.76
AL007,2016-03-30 09:59:00,1022.86
AL007,2016-03-30 10:30:00,1022.75
AL007,2016-03-30 10:59:00,1022.66
AL007,2016-03-30 11:30:00,1022.47
AL007,2016-03-30 11:59:00,1022.32
AL007,2016-03-30 12:30:00,1022.11
AL007,2016-03-30 12:59:00,1021.93
AL007,2016-03-30 13:30:00,1021.66
AL007,2016-03-30 13:59:00,1021.44
AL007,2016-03-30 14:30:00,1021.32
AL007,2016-03-30 14:59:00,1021.03
AL007,2016-03-30 15:30:00,1020.79
AL007,2016-03-30 15:59:00,1020.56
AL007,2016-03-30 16:30:00,1020.46
AL007,2016-03-30 16:59:00,1020.26
AL007,2016-03-30 17:30:00,1020.29
AL007,2016-03-30 17:59:00,1020.31
AL007,2016-03-30 18:30:00,1020.35
AL007,2016-03-30 18:59:00,1020.31
AL007,2016-03-30 19:30:00,1020.55
AL007,2016-03-30 19:59:00,1020.84
AL007,2016-03-30 20:30:00,1021.25
AL007,2016-03-30 20:59:00,1021.41
AL007,2016-03-30 21:30:00,1021.36
AL007,2016-03-30 21:59:00,1021.47
AL007,2016-03-30 22:30:00,1021.38
AL007,2016-03-30 22:59:00,1021.18
AL007,2016-03-30 23:30:00,1020.96
AL007,2016-03-30 23:59:00,1020.69
AL007,2016-03-31 00:30:00,1020.43
AL007,2016-03-31 00:59:00,1020.31
AL007,2016-03-31 01:30:00,1020.43
AL007,2016-03-31 01:59:00,1020.32
AL007,2016-03-31 02:30:00,1020.27
AL007,2016-03-31 02:59:00,1020.32
AL007,2016-03-31 03:30:00,1020.14
AL007,2016-03-31 03:59:00,1019.92
AL007,2016-03-31 04:30:00,1019.69
AL007,2016-03-31 04:59:00,1019.5
AL007,2016-03-31 05:30:00,1019.36
AL007,2016-03-31 05:59:00,1019.17
AL007,2016-03-31 06:30:00,1019.29
AL007,2016-03-31 06:59:00,1019.39
AL007,2016-03-31 07:30:00,1019.36
AL007,2016-03-31 07:59:00,1019.25
AL007,2016-03-31 08:30:00,1019.16
AL007,2016-03-31 08:59:00,1019.05
AL007,2016-03-31 09:30:00,1019.01
AL007,2016-03-31 09:59:00,1018.96
AL007,2016-03-31 10:30:00,1018.77
AL007,2016-03-31 10:59:00,1018.62
AL007,2016-03-31 11:30:00,1018.42
AL007,2016-03-31 11:59:00,1018.09
AL007,2016-03-31 12:30:00,1017.9
AL007,2016-03-31 12:59:00,1017.64
AL007,2016-03-31 13:30:00,1017.14
AL007,2016-03-31 13:59:00,1016.67
AL007,2016-03-31 14:30:00,1016.39
AL007,2016-03-31 14:59:00,1016.11
AL007,2016-03-31 15:30:00,1015.98
AL007,2016-03-31 15:59:00,1015.91
AL007,2016-03-31 16:30:00,1015.72
AL007,2016-03-31 16:59:00,1015.56
AL007,2016-03-31 17:30:00,1015.35
AL007,2016-03-31 17:59:00,1015.12
AL007,2016-03-31 18:30:00,1015.08
AL007,2016-03-31 18:59:00,1015.14
AL007,2016-03-31 19:30:00,1015.34
AL007,2016-03-31 19:59:00,1015.46
AL007,2016-03-31 20:30:00,1015.49
AL007,2016-03-31 20:59:00,1015.46
AL007,2016-03-31 21:30:00,1015.34
AL007,2016-03-31 21:59:00,1015.08
AL007,2016-03-31 22:30:00,1015.08
AL007,2016-03-31 22:59:00,1015.41
AL007,2016-03-31 23:30:00,1015.47
AL007,2016-03-31 23:59:00,1015.39
AL007,2016-04-01 00:30:00,1015.44
AL007,2016-04-01 00:59:00,1015.29
AL007,2016-04-01 01:30:00,1015.16
AL007,2016-04-01 01:59:00,1014.98
AL007,2016-04-01 02:30:00,1014.78
AL007,2016-04-01 02:59:00,1014.47
AL007,2016-04-01 03:30:00,1014.2
AL007,2016-04-01 03:59:00,1014.08
AL007,2016-04-01 04:30:00,1013.97
AL007,2016-04-01 04:59:00,1013.9
AL007,2016-04-01 05:30:00,1013.76
AL007,2016-04-01 05:59:00,1013.71
AL007,2016-04-01 06:30:00,1013.89
AL007,2016-04-01 06:59:00,1014.09
AL007,2016-04-01 07:30:00,1014.16
AL007,2016-04-01 07:59:00,1014.29
AL007,2016-04-01 08:30:00,1014.33
AL007,2016-04-01 08:59:00,1014.5
AL007,2016-04-01 09:30:00,1014.9
AL007,2016-04-01 09:59:00,1015.06
AL007,2016-04-01 10:30:00,1015.15
AL007,2016-04-01 10:59:00,1015.24
AL007,2016-04-01 11:30:00,1015.38
AL007,2016-04-01 11:59:00,1015.34
AL007,2016-04-01 12:30:00,1015.29
AL007,2016-04-01 12:59:00,1015.28
AL007,2016-04-01 13:30:00,1015.26
AL007,2016-04-01 13:59:00,1015.24
AL007,2016-04-01 14:30:00,1015.27
AL007,2016-04-01 14:59:00,1015.03
AL007,2016-04-01 15:30:00,1014.92
AL007,2016-04-01 15:59:00,1014.83
AL007,2016-04-01 16:30:00,1014.77
AL007,2016-04-01 16:59:00,1014.92
AL007,2016-04-01 17:30:00,1015.05
AL007,2016-04-01 17:59:00,1015.05
AL007,2016-04-01 18:30:00,1014.84
AL007,2016-04-01 18:59:00,1014.78
AL007,2016-04-01 19:30:00,1014.98
AL007,2016-04-01 19:59:00,1015.0
AL007,2016-04-01 20:30:00,1014.93
AL007,2016-04-01 20:59:00,1014.81
AL007,2016-04-01 21:30:00,1014.85
AL007,2016-04-01 21:59:00,1014.78
AL007,2016-04-01 22:30:00,1014.86
AL007,2016-04-01 22:59:00,1014.92
AL007,2016-04-01 23:30:00,1014.79
AL007,2016-04-01 23:59:00,1015.15
AL007,2016-04-02 00:30:00,1015.43
AL007,2016-04-02 00:59:00,1015.33
AL007,2016-04-02 01:30:00,1015.31
AL007,2016-04-02 01:59:00,1015.14
AL007,2016-04-02 02:30:00,1014.84
AL007,2016-04-02 02:59:00,1014.63
AL007,2016-04-02 03:30:00,1014.37
AL007,2016-04-02 03:59:00,1014.02
AL007,2016-04-02 04:30:00,1014.12
AL007,2016-04-02 04:59:00,1014.38
AL007,2016-04-02 05:30:00,1014.73
AL007,2016-04-02 05:59:00,1014.88
AL007,2016-04-02 06:30:00,1014.67
AL007,2016-04-02 06:59:00,1014.77
AL007,2016-04-02 07:30:00,1014.96
AL007,2016-04-02 07:59:00,1015.28
AL007,2016-04-02 08:30:00,1015.43
AL007,2016-04-02 08:59:00,1015.4
AL007,2016-04-02 09:30:00,1015.37
AL007,2016-04-02 09:59:00,1015.41
AL007,2016-04-02 10:30:00,1015.28
AL007,2016-04-02 10:59:00,1015.09
AL007,2016-04-02 11:30:00,1015.19
AL007,2016-04-02 11:59:00,1014.89
AL007,2016-04-02 12:30:00,1014.4
AL007,2016-04-02 12:59:00,1014.43
AL007,2016-04-02 13:30:00,1014.43
AL007,2016-04-02 13:59:00,1014.28
AL007,2016-04-02 14:30:00,1014.12
AL007,2016-04-02 14:59:00,1014.17
AL007,2016-04-02 15:30:00,1014.31
AL007,2016-04-02 15:59:00,1014.2
AL007,2016-04-02 16:30:00,1014.29
AL007,2016-04-02 16:59:00,1014.46
AL007,2016-04-02 17:30:00,1014.74
AL007,2016-04-02 17:59:00,1015.1
AL007,2016-04-02 18:30:00,1015.29
AL007,2016-04-02 18:59:00,1015.51
AL007,2016-04-02 19:30:00,1015.62
AL007,2016-04-02 19:59:00,1015.99
AL007,2016-04-02 20:30:00,1016.42
AL007,2016-04-02 20:59:00,1016.52
AL007,2016-04-02 21:30:00,1016.46
AL007,2016-04-02 21:59:00,1016.46
AL007,2016-04-02 22:30:00,1016.61
AL007,2016-04-02 22:59:00,1016.46
AL007,2016-04-02 23:30:00,1016.52
AL007,2016-04-02 23:59:00,1016.53
AL007,2016-04-03 00:30:00,1016.53
AL007,2016-04-03 00:59:00,1016.72
AL007,2016-04-03 01:30:00,1016.85
AL007,2016-04-03 01:59:00,1016.79
AL007,2016-04-03 02:30:00,1016.85
AL007,2016-04-03 02:59:00,1016.59
AL007,2016-04-03 03:30:00,1016.51
AL007,2016-04-03 03:59:00,1016.67
AL007,2016-04-03 04:30:00,1016.7
AL007,2016-04-03 04:59:00,1016.88
AL007,2016-04-03 05:30:00,1017.04
AL007,2016-04-03 05:59:00,1017.22
AL007,2016-04-03 06:30:00,1017.44
AL007,2016-04-03 06:59:00,1017.65
AL007,2016-04-03 07:30:00,1017.92
AL007,2016-04-03 07:59:00,1018.1
AL007,2016-04-03 08:30:00,1018.18
AL007,2016-04-03 08:59:00,1018.31
AL007,2016-04-03 09:30:00,1018.36
AL007,2016-04-03 09:59:00,1018.44
AL007,2016-04-03 10:30:00,1018.23
AL007,2016-04-03 10:59:00,1018.21
AL007,2016-04-03 11:30:00,1017.92
AL007,2016-04-03 11:59:00,1017.75
AL007,2016-04-03 12:30:00,1017.63
AL007,2016-04-03 12:59:00,1017.46
AL007,2016-04-03 13:30:00,1017.2
AL007,2016-04-03 13:59:00,1017.03
AL007,2016-04-03 14:30:00,1016.84
AL007,2016-04-03 14:59:00,1016.71
AL007,2016-04-03 15:30:00,1016.55
AL007,2016-04-03 15:59:00,1016.34
AL007,2016-04-03 16:30:00,1016.32
AL007,2016-04-03 16:59:00,1016.3
AL007,2016-04-03 17:30:00,1016.14
AL007,2016-04-03 17:59:00,1016.28
AL007,2016-04-03 18:30:00,1016.47
AL007,2016-04-03 18:59:00,1016.72
AL007,2016-04-03 19:30:00,1016.86
AL007,2016-04-03 19:59:00,1017.02
AL007,2016-04-03 20:30:00,1017.26
AL007,2016-04-03 20:59:00,1017.19
AL007,2016-04-03 21:30:00,1017.23
AL007,2016-04-03 21:59:00,1017.4
AL007,2016-04-03 22:30:00,1017.37
AL007,2016-04-03 22:59:00,1017.24
AL007,2016-04-03 23:30:00,1017.26
AL007,2016-04-03 23:59:00,1017.1
AL007,2016-04-04 00:30:00,1017.08
AL007,2016-04-04 00:59:00,1017.05
AL007,2016-04-04 01:30:00,1016.95
AL007,2016-04-04 01:59:00,1016.96
AL007,2016-04-04 02:30:00,1016.78
AL007,2016-04-04 02:59:00,1016.64
AL007,2016-04-04 03:30:00,1016.5
AL007,2016-04-04 03:59:00,1016.24
AL007,2016-04-04 04:30:00,1016.22
AL007,2016-04-04 04:59:00,1016.21
AL007,2016-04-04 05:30:00,1016.11
AL007,2016-04-04 05:59:00,1016.11
AL007,2016-04-04 06:30:00,1016.18
AL007,2016-04-04 06:59:00,1016.24
AL007,2016-04-04 07:30:00,1016.36
AL007,2016-04-04 07:59:00,1016.51
AL007,2016-04-04 08:30:00,1016.64
AL007,2016-04-04 08:59:00,1016.74
AL007,2016-04-04 09:30:00,1016.73
AL007,2016-04-04 09:59:00,1016.66
AL007,2016-04-04 10:30:00,1016.63
AL007,2016-04-04 10:59:00,1016.38
AL007,2016-04-04 11:30:00,1016.09
AL007,2016-04-04 11:59:00,1015.81
AL007,2016-04-04 12:30:00,1015.49
AL007,2016-04-04 12:59:00,1015.27
AL007,2016-04-04 13:30:00,1015.05
AL007,2016-04-04 13:59:00,1014.68
AL007,2016-04-04 14:30:00,1014.15
AL007,2016-04-04 14:59:00,1013.76
AL007,2016-04-04 15:30:00,1013.35
AL007,2016-04-04 15:59:00,1013.06
AL007,2016-04-04 16:30:00,1012.98
AL007,2016-04-04 16:59:00,1013.02
AL007,2016-04-04 17:30:00,1013.17
AL007,2016-04-04 17:59:00,1013.32
AL007,2016-04-04 18:30:00,1013.49
AL007,2016-04-04 18:59:00,1013.76
AL007,2016-04-04 19:30:00,1014.01
AL007,2016-04-04 19:59:00,1014.08
AL007,2016-04-04 20:30:00,1014.3
AL007,2016-04-04 20:59:00,1014.57
AL007,2016-04-04 21:30:00,1014.53
AL007,2016-04-04 21:59:00,1014.31
AL007,2016-04-04 22:30:00,1014.26
AL007,2016-04-04 22:59:00,1014.1
AL007,2016-04-04 23:30:00,1014.06
AL007,2016-04-04 23:59:00,1013.97
AL007,2016-04-05 00:30:00,1013.89
AL007,2016-04-05 00:59:00,1013.69
AL007,2016-04-05 01:30:00,1013.57
AL007,2016-04-05 01:59:00,1013.33
AL007,2016-04-05 02:30:00,1013.04
AL007,2016-04-05 02:59:00,1012.81
AL007,2016-04-05 03:30:00,1012.54
AL007,2016-04-05 03:59:00,1012.33
AL007,2016-04-05 04:30:00,1012.18
AL007,2016-04-05 04:59:00,1011.97
AL007,2016-04-05 05:30:00,1011.88
AL007,2016-04-05 05:59:00,1012.01
AL007,2016-04-05 06:30:00,1012.08
AL007,2016-04-05 06:59:00,1012.12
AL007,2016-04-05 07:30:00,1012.24
AL007,2016-04-05 07:59:00,1012.26
AL007,2016-04-05 08:30:00,1012.25
AL007,2016-04-05 08:59:00,1012.37
AL007,2016-04-05 09:30:00,1012.33
AL007,2016-04-05 09:59:00,1012.43
AL007,2016-04-05 10:30:00,1012.46
AL007,2016-04-05 10:59:00,1012.22
AL007,2016-04-05 11:30:00,1011.98
AL007,2016-04-05 11:59:00,1011.73
AL007,2016-04-05 12:30:00,1011.42
AL007,2016-04-05 12:59:00,1011.13
AL007,2016-04-05 13:30:00,1010.94
AL007,2016-04-05 13:59:00,1010.73
AL007,2016-04-05 14:30:00,1010.47
AL007,2016-04-05 14:59:00,1010.24
AL007,2016-04-05 15:30:00,1010.04
AL007,2016-04-05 15:59:00,1010.0
AL007,2016-04-05 16:30:00,1009.97
AL007,2016-04-05 16:59:00,1009.91
AL007,2016-04-05 17:30:00,1009.85
AL007,2016-04-05 17:59:00,1009.96
AL007,2016-04-05 18:30:00,1010.09
AL007,2016-04-05 18:59:00,1010.4
AL007,2016-04-05 19:30:00,1010.64
AL007,2016-04-05 19:59:00,1010.85
AL007,2016-04-05 20:30:00,1011.03
AL007,2016-04-05 20:59:00,1011.08
AL007,2016-04-05 21:30:00,1011.1
AL007,2016-04-05 21:59:00,1011.01
AL007,2016-04-05 22:30:00,1010.95
AL007,2016-04-05 22:59:00,1010.9
AL007,2016-04-05 23:30:00,1010.91
AL007,2016-04-05 23:59:00,1010.91
AL007,2016-04-06 00:30:00,1010.82
AL007,2016-04-06 00:59:00,1010.72
AL007,2016-04-06 01:30:00,1010.49
AL007,2016-04-06 01:59:00,1010.17
AL007,2016-04-06 02:30:00,1009.87
AL007,2016-04-06 02:59:00,1009.66
AL007,2016-04-06 03:30:00,1009.55
AL007,2016-04-06 03:59:00,1009.46
AL007,2016-04-06 04:30:00,1009.49
AL007,2016-04-06 04:59:00,1009.48
AL007,2016-04-06 05:30:00,1009.56
AL007,2016-04-06 05:59:00,1009.56
AL007,2016-04-06 06:30:00,1009.86
AL007,2016-04-06 06:59:00,1009.97
AL007,2016-04-06 07:30:00,1009.98
AL007,2016-04-06 07:59:00,1010.03
AL007,2016-04-06 08:30:00,1010.04
AL007,2016-04-06 08:59:00,1010.12
AL007,2016-04-06 09:30:00,1010.14
AL007,2016-04-06 09:59:00,1010.12
AL007,2016-04-06 10:30:00,1010.01
AL007,2016-04-06 10:59:00,1009.9
AL007,2016-04-06 11:30:00,1009.68
AL007,2016-04-06 11:59:00,1009.63
AL007,2016-04-06 12:30:00,1009.48
AL007,2016-04-06 12:59:00,1009.41
AL007,2016-04-06 13:30:00,1009.35
AL007,2016-04-06 13:59:00,1009.21
AL007,2016-04-06 14:30:00,1009.03
AL007,2016-04-06 14:59:00,1008.87
AL007,2016-04-06 15:30:00,1008.49
AL007,2016-04-06 15:59:00,1008.2
AL007,2016-04-06 16:30:00,1007.97
AL007,2016-04-06 16:59:00,1007.83
AL007,2016-04-06 17:30:00,1007.77
AL007,2016-04-06 17:59:00,1007.88
AL007,2016-04-06 18:30:00,1008.03
AL007,2016-04-06 18:59:00,1008.27
AL007,2016-04-06 19:30:00,1008.44
AL007,2016-04-06 19:59:00,1008.7
AL007,2016-04-06 20:30:00,1008.88
AL007,2016-04-06 20:59:00,1009.06
AL007,2016-04-06 21:30:00,1009.27
AL007,2016-04-06 21:59:00,1009.42
AL007,2016-04-06 22:30:00,1009.37
AL007,2016-04-06 22:59:00,1009.42
AL007,2016-04-06 23:30:00,1009.33
AL007,2016-04-06 23:59:00,1009.23
AL007,2016-04-07 00:30:00,1009.21
AL007,2016-04-07 00:59:00,1009.08
AL007,2016-04-07 01:30:00,1008.69
AL007,2016-04-07 01:59:00,1008.49
AL007,2016-04-07 02:30:00,1008.2
AL007,2016-04-07 02:59:00,1007.98
AL007,2016-04-07 03:30:00,1007.72
AL007,2016-04-07 03:59:00,1007.44
AL007,2016-04-07 04:30:00,1007.39
AL007,2016-04-07 04:59:00,1007.39
AL007,2016-04-07 05:30:00,1007.37
AL007,2016-04-07 05:59:00,1007.3
AL007,2016-04-07 06:30:00,1007.31
AL007,2016-04-07 06:59:00,1007.37
AL007,2016-04-07 07:30:00,1007.46
AL007,2016-04-07 07:59:00,1007.5
AL007,2016-04-07 08:30:00,1007.48
AL007,2016-04-07 08:59:00,1007.54
AL007,2016-04-07 09:30:00,1007.62
AL007,2016-04-07 09:59:00,1007.57
AL007,2016-04-07 10:30:00,1007.21
AL007,2016-04-07 10:59:00,1006.93
AL007,2016-04-07 11:30:00,1006.6
AL007,2016-04-07 11:59:00,1006.1
AL007,2016-04-07 12:30:00,1005.55
AL007,2016-04-07 12:59:00,1004.97
AL007,2016-04-07 13:30:00,1004.33
AL007,2016-04-07 13:59:00,1003.8
AL007,2016-04-07 14:30:00,1003.45
AL007,2016-04-07 14:59:00,1003.14
AL007,2016-04-07 15:30:00,1003.2
AL007,2016-04-07 15:59:00,1003.38
AL007,2016-04-07 16:30:00,1003.48
AL007,2016-04-07 16:59:00,1003.6
AL007,2016-04-07 17:30:00,1003.58
AL007,2016-04-07 17:59:00,1003.48
AL007,2016-04-07 18:30:00,1003.31
AL007,2016-04-07 18:59:00,1003.08
AL007,2016-04-07 19:30:00,1003.39
AL007,2016-04-07 19:59:00,1003.62
AL007,2016-04-07 20:30:00,1003.94
AL007,2016-04-07 20:59:00,1004.2
AL007,2016-04-07 21:30:00,1004.35
AL007,2016-04-07 21:59:00,1004.31
AL007,2016-04-07 22:30:00,1004.2
AL007,2016-04-07 22:59:00,1004.15
AL007,2016-04-07 23:30:00,1004.14
AL007,2016-04-07 23:59:00,1004.13
AL007,2016-04-08 00:30:00,1003.77
AL007,2016-04-08 00:59:00,1003.37
AL007,2016-04-08 01:30:00,1003.23
AL007,2016-04-08 01:59:00,1003.05
AL007,2016-04-08 02:30:00,1002.5
AL007,2016-04-08 02:59:00,1001.76
AL007,2016-04-08 03:30:00,1001.54
AL007,2016-04-08 03:59:00,1001.03
AL007,2016-04-08 04:30:00,1000.68
AL007,2016-04-08 04:59:00,1000.73
AL007,2016-04-08 05:30:00,1000.24
AL007,2016-04-08 05:59:00,1000.2
AL007,2016-04-08 06:30:00,1000.32
AL007,2016-04-08 06:59:00,1000.43
AL007,2016-04-08 07:30:00,1000.43
AL007,2016-04-08 07:59:00,1000.68
AL007,2016-04-08 08:30:00,1000.54
AL007,2016-04-08 08:59:00,1000.54
AL007,2016-04-08 09:30:00,1000.84
AL007,2016-04-08 09:59:00,1000.67
AL007,2016-04-08 10:30:00,1000.81
AL007,2016-04-08 10:59:00,1000.92
AL007,2016-04-08 11:30:00,1000.94
AL007,2016-04-08 11:59:00,1000.95
AL007,2016-04-08 12:30:00,1000.92
AL007,2016-04-08 12:59:00,1000.89
AL007,2016-04-08 13:30:00,1000.97
AL007,2016-04-08 13:59:00,1001.02
AL007,2016-04-08 14:30:00,1001.04
AL007,2016-04-08 14:59:00,1000.94
AL007,2016-04-08 15:30:00,1000.73
AL007,2016-04-08 15:59:00,1000.68
AL007,2016-04-08 16:30:00,1000.71
AL007,2016-04-08 16:59:00,1000.86
AL007,2016-04-08 17:30:00,1000.8
AL007,2016-04-08 17:59:00,1001.09
AL007,2016-04-08 18:30:00,1001.23
AL007,2016-04-08 18:59:00,1001.46
AL007,2016-04-08 19:30:00,1001.8
AL007,2016-04-08 19:59:00,1002.09
AL007,2016-04-08 20:30:00,1002.19
AL007,2016-04-08 20:59:00,1002.31
AL007,2016-04-08 21:30:00,1002.28
AL007,2016-04-08 21:59:00,1002.53
AL007,2016-04-08 22:30:00,1002.61
AL007,2016-04-08 22:59:00,1002.57
AL007,2016-04-08 23:30:00,1002.67
AL007,2016-04-08 23:59:00,1002.52
AL007,2016-04-09 00:30:00,1002.43
AL007,2016-04-09 00:59:00,1002.45
AL007,2016-04-09 01:30:00,1002.46
AL007,2016-04-09 01:59:00,1002.33
AL007,2016-04-09 02:30:00,1002.2
AL007,2016-04-09 02:59:00,1002.19
AL007,2016-04-09 03:30:00,1002.17
AL007,2016-04-09 03:59:00,1002.19
AL007,2016-04-09 04:30:00,1002.24
AL007,2016-04-09 04:59:00,1002.41
AL007,2016-04-09 05:30:00,1002.43
AL007,2016-04-09 05:59:00,1002.51
AL007,2016-04-09 06:30:00,1002.78
AL007,2016-04-09 06:59:00,1003.13
AL007,2016-04-09 07:30:00,1003.37
AL007,2016-04-09 07:59:00,1003.65
AL007,2016-04-09 08:30:00,1003.82
AL007,2016-04-09 08:59:00,1004.04
AL007,2016-04-09 09:30:00,1004.31
AL007,2016-04-09 09:59:00,1004.68
AL007,2016-04-09 10:30:00,1004.77
AL007,2016-04-09 10:59:00,1004.98
AL007,2016-04-09 11:30:00,1005.21
AL007,2016-04-09 11:59:00,1005.23
AL007,2016-04-09 12:30:00,1005.33
AL007,2016-04-09 12:59:00,1005.57
AL007,2016-04-09 13:30:00,1005.69
AL007,2016-04-09 13:59:00,1005.65
AL007,2016-04-09 14:30:00,1005.53
AL007,2016-04-09 14:59:00,1005.55
AL007,2016-04-09 15:30:00,1005.62
AL007,2016-04-09 15:59:00,1005.44
AL007,2016-04-09 16:30:00,1005.47
AL007,2016-04-09 16:59:00,1005.58
AL007,2016-04-09 17:30:00,1005.68
AL007,2016-04-09 17:59:00,1005.75
AL007,2016-04-09 18:30:00,1005.85
AL007,2016-04-09 18:59:00,1006.04
AL007,2016-04-09 19:30:00,1006.42
AL007,2016-04-09 19:59:00,1006.83
AL007,2016-04-09 20:30:00,1007.04
AL007,2016-04-09 20:59:00,1007.08
AL007,2016-04-09 21:30:00,1007.11
AL007,2016-04-09 21:59:00,1007.21
AL007,2016-04-09 22:30:00,1007.23
AL007,2016-04-09 22:59:00,1007.29
AL007,2016-04-09 23:30:00,1007.4
AL007,2016-04-09 23:59:00,1007.64
AL007,2016-04-10 00:30:00,1007.71
AL007,2016-04-10 00:59:00,1007.67
AL007,2016-04-10 01:30:00,1007.44
AL007,2016-04-10 01:59:00,1007.26
AL007,2016-04-10 02:30:00,1007.24
AL007,2016-04-10 02:59:00,1007.3
AL007,2016-04-10 03:30:00,1007.3
AL007,2016-04-10 03:59:00,1007.26
AL007,2016-04-10 04:30:00,1007.32
AL007,2016-04-10 04:59:00,1007.49
AL007,2016-04-10 05:30:00,1007.7
AL007,2016-04-10 05:59:00,1007.92
AL007,2016-04-10 06:30:00,1008.19
AL007,2016-04-10 06:59:00,1008.53
AL007,2016-04-10 07:30:00,1008.79
AL007,2016-04-10 07:59:00,1009.03
AL007,2016-04-10 08:30:00,1009.29
AL007,2016-04-10 08:59:00,1009.52
AL007,2016-04-10 09:30:00,1009.63
AL007,2016-04-10 09:59:00,1009.69
AL007,2016-04-10 10:30:00,1009.75
AL007,2016-04-10 10:59:00,1009.74
AL007,2016-04-10 11:30:00,1009.81
AL007,2016-04-10 11:59:00,1009.75
AL007,2016-04-10 12:30:00,1009.68
AL007,2016-04-10 12:59:00,1009.77
AL007,2016-04-10 13:30:00,1009.78
AL007,2016-04-10 13:59:00,1009.72
AL007,2016-04-10 14:30:00,1009.64
AL007,2016-04-10 14:59:00,1009.62
AL007,2016-04-10 15:30:00,1009.7
AL007,2016-04-10 15:59:00,1009.78
AL007,2016-04-10 16:30:00,1009.97
AL007,2016-04-10 16:59:00,1010.06
AL007,2016-04-10 17:30:00,1010.29
AL007,2016-04-10 17:59:00,1010.51
AL007,2016-04-10 18:30:00,1010.65
AL007,2016-04-10 18:59:00,1010.91
AL007,2016-04-10 19:30:00,1011.18
AL007,2016-04-10 19:59:00,1011.65
AL007,2016-04-10 20:30:00,1012.16
AL007,2016-04-10 20:59:00,1012.38
AL007,2016-04-10 21:30:00,1012.62
AL007,2016-04-10 21:59:00,1012.75
AL007,2016-04-10 22:30:00,1012.9
AL007,2016-04-10 22:59:00,1013.1
AL007,2016-04-10 23:30:00,1013.21
AL007,2016-04-10 23:59:00,1013.28
AL007,2016-04-11 00:30:00,1013.32
AL007,2016-04-11 00:59:00,1013.47
AL007,2016-04-11 01:30:00,1013.78
AL007,2016-04-11 01:59:00,1013.87
AL007,2016-04-11 02:30:00,1013.96
AL007,2016-04-11 02:59:00,1014.07
AL007,2016-04-11 03:30:00,1013.95
AL007,2016-04-11 03:59:00,1013.91
AL007,2016-04-11 04:30:00,1014.04
AL007,2016-04-11 04:59:00,1014.26
AL007,2016-04-11 05:30:00,1014.5
AL007,2016-04-11 05:59:00,1014.8
AL007,2016-04-11 06:30:00,1015.17
AL007,2016-04-11 06:59:00,1015.68
AL007,2016-04-11 07:30:00,1016.0
AL007,2016-04-11 07:59:00,1015.92
AL007,2016-04-11 08:30:00,1016.05
AL007,2016-04-11 08:59:00,1016.37
AL007,2016-04-11 09:30:00,1016.59
AL007,2016-04-11 09:59:00,1016.83
AL007,2016-04-11 10:30:00,1016.92
AL007,2016-04-11 10:59:00,1016.95
AL007,2016-04-11 11:30:00,1016.81
AL007,2016-04-11 11:59:00,1016.67
AL007,2016-04-11 12:30:00,1016.65
AL007,2016-04-11 12:59:00,1016.63
AL007,2016-04-11 13:30:00,1016.71
